Date,LE,GPP,Reco,Hc_li,NEE,DOY,T_tmpr_rh_mean,RH_tmpr_rh_mean,D5TE_VWC_5cm_Avg,D5TE_VWC_100cm_Avg,D5TE_T_5cm_Avg,D5TE_T_100cm_Avg,short_up_Avg,CO2_li_mean,NDVI,B,WUE,site
2022-10-06 12:30:00,82.31631999999999,2.35330024864296,1.12303410299631,176.2034,-1.88846153846154,279.0,20.875135,50.260975,0.1645,0.25,14.85,16.7,816.0826,727.75305,0.4028817708333333,2.2310532578003426,0.04069761034758139,GC
2022-10-06 13:00:00,54.90658,2.32125398255837,1.17711261742435,139.79415,-1.44857142857143,279.0,21.462405,49.259575,0.165,0.25,15.2,16.7,801.0622000000001,725.7042,0.4024510416666666,2.5578350469628743,0.03718169532155155,GC
2022-10-06 13:30:00,67.476505,2.26626986828693,1.20386034306659,217.6352,-1.337,279.0,21.95722,48.86744,0.166,0.2495,15.54,16.7,790.2873,721.87415,0.4020203124999999,3.2749961221369737,0.028371355957862786,GC
2022-10-06 14:00:00,78.234825,2.17927267324886,1.23232597249097,209.8399,-1.15153846153846,279.0,22.342385,48.238745,0.166,0.249,15.81,16.7,754.0414499999999,721.42535,0.4015895833333333,2.750189452412934,0.031690643112304476,GC
2022-10-06 14:30:00,80.14956000000001,2.04979591462866,1.25965012563181,142.93040000000002,-0.965714285714286,279.0,22.626559999999998,46.232,0.166,0.249,16.07,16.7,697.515,720.58305,0.40115885416666663,1.8129771817910774,0.028711670335757725,GC
2022-10-06 15:00:00,31.973010000000002,1.87749506024519,1.28505171387091,193.67765,-1.12333333333333,279.0,22.99317,44.12617,0.167,0.249,16.265,16.7,641.9602,718.58695,0.400728125,4.581712055514986,0.04337385637094182,GC
2022-10-06 15:30:00,43.55213,1.67352395607429,1.30698853962379,159.58495,-0.96,279.0,23.181705,43.042355,0.167,0.249,16.405,16.7,551.3118999999999,719.6941999999999,0.4002973958333333,2.7344790179181655,0.032447632405177396,GC
2022-10-06 16:00:00,30.87296,1.42581261471898,1.30906452217871,115.6507,-0.542,279.0,23.299725000000002,42.281845000000004,0.167,0.249,16.5,16.7,454.3127,720.7127,0.3998666666666666,3.8252057004492968,0.03912324466845497,GC
2022-10-06 16:30:00,29.85419,1.12963736354395,1.30892284201397,82.732025,0.6125,279.0,23.50522,42.194035,0.167,0.249,16.5,16.7,351.594,715.1169500000001,0.39943593749999995,1.851292900594523,0.16967297480147522,GC
2022-10-07 13:00:00,55.783065,2.2597601225034,0.619900537193536,180.8653,-1.6335,280.0,12.59444,54.15615,0.163,0.249,13.855,16.6,629.4591499999999,746.70745,0.3817760416666666,3.2698460506584124,0.037711247079836675,GC
2022-10-07 14:00:00,31.20833,1.85682648688778,0.638797077890067,80.41176,-0.930769230769231,280.0,12.70365,53.86389,0.163,0.249,14.18,16.6,521.4367,746.154,0.3809145833333333,2.743379411842928,0.059497784305913834,GC
2022-10-07 15:00:00,24.37473,1.66256318220619,0.626033368151144,109.23100500000001,0.502727272727273,280.0,12.899754999999999,51.568585,0.163,0.249,14.3,16.6,463.50005,744.7256,0.380053125,2.131238876124946,0.05799810304418956,GC
2022-10-07 15:30:00,33.96185,1.57046714563174,0.634985767361534,50.180535,0.584615384615385,280.0,12.876325,49.38589,0.163,0.249,14.335,16.6,392.35220000000004,745.1632500000001,0.3796223958333333,1.419600227902779,0.046242096518056,GC
