,Ptotal,N,Itot1_norm,Itot2_norm,PCA_1,PCA_2,Red_1,Red_2,Syn_1,Syn_2,Utot_1,Utot_2
0,0.14080008368872796,2640,0.13236534442447584,0.2987069274167659,0.5503083553389906,0.227508378470908,0.01754123501396648,0.010666217504184389,0.29033719311771633,0.31030202195742834,0.6921215718683171,0.6790317605383873
1,0.21240512186033197,1649,0.2915815959080944,0.08423517261261952,0.6691150888425127,0.2054186615016617,0.004406778311688499,0.013133319087470301,0.05728385119301037,0.35683105859973646,0.9383093704953012,0.6300356223127932
2,0.26434692775619195,4204,0.32553535969182035,0.20155730395649166,0.7029353098638597,0.1762110730913817,0.028686160681220967,0.04667834445714728,0.08362289917020772,0.18391965298457053,0.8876909401485713,0.7694020025582822
3,0.2652349645113609,4584,0.35928623754618705,0.18861720613035626,0.5593385559551136,0.3407553348198315,0.05109631898747893,0.18568611793983975,0.012846317318386823,0.05423729302726705,0.9360573636941343,0.7600765890328931
4,0.09631100911384842,2762,0.10910462115592177,0.08129786244445848,0.8142494103673042,0.0919167545689925,0.008635007404323061,0.030300413359636305,0.111020117370074,0.25848580630186735,0.8803448752256029,0.7112137803384964
5,0.3040802004369446,471,0.34984150252582846,0.1784958244033796,0.8187811048546557,0.0988067285819377,0.16131344978514142,0.09380731375998203,0.01677900880891476,0.14056162908123446,0.8219075414059439,0.7656310571587837
