,Ptotal,N,Itot1_norm,Itot2_norm,PCA_1,PCA_2
0,0.13368228433854823,6278,0.18355950684690708,0.1576133027555056,0.6072233896011223,0.14098212529641752
1,0.11124580076201228,2350,0.16103731831909107,0.04757593961103802,0.6423760136094818,0.16393349751150008
2,0.09629843266049123,5545,0.13662145317646238,0.05387568813543984,0.6110277007942048,0.2379355269614073
3,0.15888528738343854,5412,0.17409136355239702,0.208808980793901,0.6599149279892937,0.21071793738904965
4,0.14135455101324385,4751,0.15108276779192448,0.20116595644450166,0.6761827686703477,0.19483906463136752
5,0.05107062290145915,5789,0.05200756687133599,0.1255677383126054,0.8729968523946103,0.045140422199605824
6,0.08935149420544808,3970,0.07610545675053249,0.1910680294310254,0.8033512404021919,0.14765464011715715
